,address,id,name,opening_hours,postcode,query_timestamp,rating,types,latitude,longitude
39,"4/6 Parkway, London NW1 7AA, UK",ChIJDepGquEadkgRXTgb11oF2nM,Starbucks Coffee Camden - Parkway,"{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '0800'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '0600'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '0600'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '0600'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '0600'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '0600'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '0730'}}], 'weekday_text': ['Monday: 6:00 AM – 10:00 PM', 'Tuesday: 6:00 AM – 10:00 PM', 'Wednesday: 6:00 AM – 10:00 PM', 'Thursday: 6:00 AM – 10:00 PM', 'Friday: 6:00 AM – 10:00 PM', 'Saturday: 7:30 AM – 10:00 PM', 'Sunday: 8:00 AM – 10:00 PM']}",NW1 7AA,2017-12-21 14:21:12 Europe/London,3.8,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",51.5389368,-0.1432212
40,"95-96 Wandsworth Bridge Rd, Fulham, London SW6 2TD, UK",ChIJ6d_Z2oEPdkgRK4k9AFmg1Og,Starbucks Coffee,"{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '1830'}, 'open': {'day': 0, 'time': '0700'}}, {'close': {'day': 1, 'time': '1830'}, 'open': {'day': 1, 'time': '0600'}}, {'close': {'day': 2, 'time': '1830'}, 'open': {'day': 2, 'time': '0600'}}, {'close': {'day': 3, 'time': '1830'}, 'open': {'day': 3, 'time': '0600'}}, {'close': {'day': 4, 'time': '1830'}, 'open': {'day': 4, 'time': '0600'}}, {'close': {'day': 5, 'time': '1830'}, 'open': {'day': 5, 'time': '0600'}}, {'close': {'day': 6, 'time': '1830'}, 'open': {'day': 6, 'time': '0630'}}], 'weekday_text': ['Monday: 6:00 AM – 6:30 PM', 'Tuesday: 6:00 AM – 6:30 PM', 'Wednesday: 6:00 AM – 6:30 PM', 'Thursday: 6:00 AM – 6:30 PM', 'Friday: 6:00 AM – 6:30 PM', 'Saturday: 6:30 AM – 6:30 PM', 'Sunday: 7:00 AM – 6:30 PM']}",SW6 2TD,2017-12-21 14:21:14 Europe/London,4.2,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",51.4737433,-0.191786
41,"Lynton House, Tavistock Square, Kings Cross, London WC1H 9LT, UK",ChIJ5f3pCTAbdkgRcyP4yn3fMOI,Starbucks,"{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '1900'}, 'open': {'day': 0, 'time': '0730'}}, {'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '0630'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '0630'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '0630'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '0630'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '0630'}}, {'close': {'day': 6, 'time': '2000'}, 'open': {'day': 6, 'time': '0700'}}], 'weekday_text': ['Monday: 6:30 AM – 8:00 PM', 'Tuesday: 6:30 AM – 8:00 PM', 'Wednesday: 6:30 AM – 8:00 PM', 'Thursday: 6:30 AM – 8:00 PM', 'Friday: 6:30 AM – 8:00 PM', 'Saturday: 7:00 AM – 8:00 PM', 'Sunday: 7:30 AM – 7:00 PM']}",WC1H 9LT,2017-12-21 14:21:15 Europe/London,4,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",51.5252981,-0.1283053
42,"38 Walbrook, London EC4N 8BN, UK",ChIJnVtJ91QDdkgRfO18kkTeA0w,Starbucks Coffee,"{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '1900'}, 'open': {'day': 1, 'time': '0600'}}, {'close': {'day': 2, 'time': '1900'}, 'open': {'day': 2, 'time': '0600'}}, {'close': {'day': 3, 'time': '1900'}, 'open': {'day': 3, 'time': '0600'}}, {'close': {'day': 4, 'time': '1900'}, 'open': {'day': 4, 'time': '0600'}}, {'close': {'day': 5, 'time': '1900'}, 'open': {'day': 5, 'time': '0600'}}], 'weekday_text': ['Monday: 6:00 AM – 7:00 PM', 'Tuesday: 6:00 AM – 7:00 PM', 'Wednesday: 6:00 AM – 7:00 PM', 'Thursday: 6:00 AM – 7:00 PM', 'Friday: 6:00 AM – 7:00 PM', 'Saturday: Closed', 'Sunday: Closed']}",EC4N 8BN,2017-12-21 14:21:15 Europe/London,3.7,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",51.5126106,-0.0900451
43,"Brunswick Centre The Brunswick Centre, Bloomsbury, London WC1N 1AW, UK",ChIJlaOKszAbdkgRL6I_FTnzGJI,Starbucks Coffee,"{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '2000'}, 'open': {'day': 0, 'time': '0800'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '0700'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '0700'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '0700'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '0700'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '0700'}}, {'close': {'day': 6, 'time': '2000'}, 'open': {'day': 6, 'time': '0800'}}], 'weekday_text': ['Monday: 7:00 AM – 9:00 PM', 'Tuesday: 7:00 AM – 9:00 PM', 'Wednesday: 7:00 AM – 9:00 PM', 'Thursday: 7:00 AM – 9:00 PM', 'Friday: 7:00 AM – 9:00 PM', 'Saturday: 8:00 AM – 8:00 PM', 'Sunday: 8:00 AM – 8:00 PM']}",WC1N 1AW,2017-12-21 14:21:16 Europe/London,3.6,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",51.5239033,-0.123343
44,"Chantrey House, 98 Buckingham Palace Rd, Belgravia, London SW1W 0SS, UK",ChIJgxYXAiIFdkgRiPEMKTtPKeI,Starbucks,"{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '2030'}, 'open': {'day': 0, 'time': '0630'}}, {'close': {'day': 1, 'time': '2030'}, 'open': {'day': 1, 'time': '0600'}}, {'close': {'day': 2, 'time': '2030'}, 'open': {'day': 2, 'time': '0600'}}, {'close': {'day': 3, 'time': '2030'}, 'open': {'day': 3, 'time': '0600'}}, {'close': {'day': 4, 'time': '2030'}, 'open': {'day': 4, 'time': '0600'}}, {'close': {'day': 5, 'time': '2030'}, 'open': {'day': 5, 'time': '0600'}}, {'close': {'day': 6, 'time': '2030'}, 'open': {'day': 6, 'time': '0630'}}], 'weekday_text': ['Monday: 6:00 AM – 8:30 PM', 'Tuesday: 6:00 AM – 8:30 PM', 'Wednesday: 6:00 AM – 8:30 PM', 'Thursday: 6:00 AM – 8:30 PM', 'Friday: 6:00 AM – 8:30 PM', 'Saturday: 6:30 AM – 8:30 PM', 'Sunday: 6:30 AM – 8:30 PM']}",SW1W 0SS,2017-12-21 14:21:16 Europe/London,3.9,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",51.49434,-0.146863
45,"123A King's Rd, Chelsea, London SW3 4PL, UK",ChIJqUi-wBQFdkgRkgVEXISrH8Y,Starbucks Coffee,"{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '0630'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '0530'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '0530'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '0530'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '0530'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '0530'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '0630'}}], 'weekday_text': ['Monday: 5:30 AM – 9:00 PM', 'Tuesday: 5:30 AM – 9:00 PM', 'Wednesday: 5:30 AM – 9:00 PM', 'Thursday: 5:30 AM – 9:00 PM', 'Friday: 5:30 AM – 9:00 PM', 'Saturday: 6:30 AM – 9:00 PM', 'Sunday: 6:30 AM – 9:00 PM']}",SW3 4PL,2017-12-21 14:21:16 Europe/London,3.9,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",51.4884163,-0.1661941
46,"227 Portobello Rd, London W11 1LT, UK",ChIJ6c6Jdx4QdkgRAHsmKueikWA,Starbucks Coffee,"{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '2000'}, 'open': {'day': 0, 'time': '0730'}}, {'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '0600'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '0600'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '0600'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '0600'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '0600'}}, {'close': {'day': 6, 'time': '2000'}, 'open': {'day': 6, 'time': '0630'}}], 'weekday_text': ['Monday: 6:00 AM – 8:00 PM', 'Tuesday: 6:00 AM – 8:00 PM', 'Wednesday: 6:00 AM – 8:00 PM', 'Thursday: 6:00 AM – 8:00 PM', 'Friday: 6:00 AM – 8:00 PM', 'Saturday: 6:30 AM – 8:00 PM', 'Sunday: 7:30 AM – 8:00 PM']}",W11 1LT,2017-12-21 14:21:17 Europe/London,3.7,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",51.5168329,-0.2058693
47,"83 Gloucester Rd, Kensington, London SW7 4SS, UK",ChIJb32pCF4FdkgRWXgxFbqHYwE,Starbucks Coffee,"{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '0630'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '0600'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '0600'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '0600'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '0600'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '0600'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '0630'}}], 'weekday_text': ['Monday: 6:00 AM – 10:00 PM', 'Tuesday: 6:00 AM – 10:00 PM', 'Wednesday: 6:00 AM – 10:00 PM', 'Thursday: 6:00 AM – 10:00 PM', 'Friday: 6:00 AM – 10:00 PM', 'Saturday: 6:30 AM – 10:00 PM', 'Sunday: 6:30 AM – 10:00 PM']}",SW7 4SS,2017-12-21 14:21:17 Europe/London,3.7,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",51.4945423,-0.1823799
48,"Kilburn - High Road ( 24-32), London, Kilburn NW6 5UA, UK",ChIJST8H2XsQdkgRms8oCzTeuVk,Starbucks,"{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '2300'}, 'open': {'day': 0, 'time': '0730'}}, {'close': {'day': 1, 'time': '2300'}, 'open': {'day': 1, 'time': '0600'}}, {'close': {'day': 2, 'time': '2300'}, 'open': {'day': 2, 'time': '0600'}}, {'close': {'day': 3, 'time': '2300'}, 'open': {'day': 3, 'time': '0600'}}, {'close': {'day': 4, 'time': '2300'}, 'open': {'day': 4, 'time': '0600'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '0600'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '0700'}}], 'weekday_text': ['Monday: 6:00 AM – 11:00 PM', 'Tuesday: 6:00 AM – 11:00 PM', 'Wednesday: 6:00 AM – 11:00 PM', 'Thursday: 6:00 AM – 11:00 PM', 'Friday: 6:00 AM – 11:00 PM', 'Saturday: 7:00 AM – 11:00 PM', 'Sunday: 7:30 AM – 11:00 PM']}",NW6 5UA,2017-12-21 14:21:18 Europe/London,3.8,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",51.5366155,-0.1914384
49,"289 Camden High St, London NW1 7BX, UK",ChIJ90pNY-EadkgRbzvFs34hIxs,Starbucks Coffee,"{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '0700'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '0700'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '0700'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '0700'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '0700'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '0700'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '0700'}}], 'weekday_text': ['Monday: 7:00 AM – 9:00 PM', 'Tuesday: 7:00 AM – 9:00 PM', 'Wednesday: 7:00 AM – 9:00 PM', 'Thursday: 7:00 AM – 9:00 PM', 'Friday: 7:00 AM – 9:00 PM', 'Saturday: 7:00 AM – 9:00 PM', 'Sunday: 7:00 AM – 9:00 PM']}",NW1 7BX,2017-12-21 14:21:18 Europe/London,3.8,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",51.541073,-0.1453351
50,"Shop 5, Brixton Underground Station, Brixton, London SW9 8HE, UK",ChIJ1d9U12cEdkgRehzHCI6hspw,Starbucks Coffee,"{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '0700'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '0530'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '0530'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '0530'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '0530'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '0530'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '0700'}}], 'weekday_text': ['Monday: 5:30 AM – 10:00 PM', 'Tuesday: 5:30 AM – 10:00 PM', 'Wednesday: 5:30 AM – 10:00 PM', 'Thursday: 5:30 AM – 10:00 PM', 'Friday: 5:30 AM – 10:00 PM', 'Saturday: 7:00 AM – 10:00 PM', 'Sunday: 7:00 AM – 10:00 PM']}",SW9 8HE,2017-12-21 14:21:19 Europe/London,3.4,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",51.4625201,-0.1147875
51,"Zinc House Cowcross St, Clerkenwell, London EC1M 6DQ, UK",ChIJK_jzh1EbdkgRl7_nf7nItoQ,Starbucks Coffee,"{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '1800'}, 'open': {'day': 0, 'time': '0900'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '0600'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '0600'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '0600'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '0600'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '0600'}}, {'close': {'day': 6, 'time': '1900'}, 'open': {'day': 6, 'time': '0830'}}], 'weekday_text': ['Monday: 6:00 AM – 9:00 PM', 'Tuesday: 6:00 AM – 9:00 PM', 'Wednesday: 6:00 AM – 9:00 PM', 'Thursday: 6:00 AM – 9:00 PM', 'Friday: 6:00 AM – 8:00 PM', 'Saturday: 8:30 AM – 7:00 PM', 'Sunday: 9:00 AM – 6:00 PM']}",EC1M 6DQ,2017-12-21 14:21:19 Europe/London,3.8,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",51.520263,-0.1035092
52,"8 Charterhouse Bldgs, London EC1M 7AN, UK",ChIJg5UmIFcbdkgRPHYWCp7zIaY,Starbucks Coffee,"{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '1800'}, 'open': {'day': 0, 'time': '0830'}}, {'close': {'day': 1, 'time': '1900'}, 'open': {'day': 1, 'time': '0600'}}, {'close': {'day': 2, 'time': '1900'}, 'open': {'day': 2, 'time': '0600'}}, {'close': {'day': 3, 'time': '1900'}, 'open': {'day': 3, 'time': '0600'}}, {'close': {'day': 4, 'time': '1900'}, 'open': {'day': 4, 'time': '0600'}}, {'close': {'day': 5, 'time': '1900'}, 'open': {'day': 5, 'time': '0600'}}, {'close': {'day': 6, 'time': '1800'}, 'open': {'day': 6, 'time': '0800'}}], 'weekday_text': ['Monday: 6:00 AM – 7:00 PM', 'Tuesday: 6:00 AM – 7:00 PM', 'Wednesday: 6:00 AM – 7:00 PM', 'Thursday: 6:00 AM – 7:00 PM', 'Friday: 6:00 AM – 7:00 PM', 'Saturday: 8:00 AM – 6:00 PM', 'Sunday: 8:30 AM – 6:00 PM']}",EC1M 7AN,2017-12-21 14:21:20 Europe/London,3.9,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",51.5230895,-0.0984929
53,"250 Upper St, London N1 1RU, UK",ChIJBZy_ImUbdkgR1VPS7rVCalI,Starbucks Coffee,"{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '2000'}, 'open': {'day': 0, 'time': '0700'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '0500'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '0500'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '0500'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '0500'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '0500'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '0630'}}], 'weekday_text': ['Monday: 5:00 AM – 9:00 PM', 'Tuesday: 5:00 AM – 9:00 PM', 'Wednesday: 5:00 AM – 9:00 PM', 'Thursday: 5:00 AM – 9:00 PM', 'Friday: 5:00 AM – 9:00 PM', 'Saturday: 6:30 AM – 9:00 PM', 'Sunday: 7:00 AM – 8:00 PM']}",N1 1RU,2017-12-21 14:21:20 Europe/London,3.5,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",51.5454602,-0.1033737
54,"14 James St, Marylebone, London W1U 1EF, UK",ChIJdS5LLC0FdkgRNTRE3ggn_U0,Starbucks Coffee,"{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '0730'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '0600'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '0600'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '0600'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '0600'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '0600'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '0700'}}], 'weekday_text': ['Monday: 6:00 AM – 10:00 PM', 'Tuesday: 6:00 AM – 10:00 PM', 'Wednesday: 6:00 AM – 10:00 PM', 'Thursday: 6:00 AM – 10:00 PM', 'Friday: 6:00 AM – 10:00 PM', 'Saturday: 7:00 AM – 10:00 PM', 'Sunday: 7:30 AM – 9:00 PM']}",W1U 1EF,2017-12-21 14:21:21 Europe/London,3.6,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",51.5145929,-0.150319
55,"150 Fleet St, London EC4A 2DQ, UK",ChIJJ9HYxLkEdkgRCyMfiHHmdLw,Starbucks Coffee,"{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '1930'}, 'open': {'day': 0, 'time': '0700'}}, {'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '0530'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '0530'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '0530'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '0530'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '0530'}}, {'close': {'day': 6, 'time': '2000'}, 'open': {'day': 6, 'time': '0700'}}], 'weekday_text': ['Monday: 5:30 AM – 8:00 PM', 'Tuesday: 5:30 AM – 8:00 PM', 'Wednesday: 5:30 AM – 8:00 PM', 'Thursday: 5:30 AM – 8:00 PM', 'Friday: 5:30 AM – 8:00 PM', 'Saturday: 7:00 AM – 8:00 PM', 'Sunday: 7:00 AM – 7:30 PM']}",EC4A 2DQ,2017-12-21 14:21:21 Europe/London,3.7,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",51.5143187,-0.1076361
56,"Station, Euston Rd, Kings Cross, London N1 9AL, UK",ChIJNdJ-rT4bdkgRl_bU7HyLIUs,Starbucks Coffee,"{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '0700'}}, {'close': {'day': 1, 'time': '2300'}, 'open': {'day': 1, 'time': '0530'}}, {'close': {'day': 2, 'time': '2300'}, 'open': {'day': 2, 'time': '0530'}}, {'close': {'day': 3, 'time': '2300'}, 'open': {'day': 3, 'time': '0530'}}, {'close': {'day': 4, 'time': '2300'}, 'open': {'day': 4, 'time': '0530'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '0530'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '0530'}}], 'weekday_text': ['Monday: 5:30 AM – 11:00 PM', 'Tuesday: 5:30 AM – 11:00 PM', 'Wednesday: 5:30 AM – 11:00 PM', 'Thursday: 5:30 AM – 11:00 PM', 'Friday: 5:30 AM – 11:00 PM', 'Saturday: 5:30 AM – 11:00 PM', 'Sunday: 7:00 AM – 10:00 PM']}",N1 9AL,2017-12-21 14:21:21 Europe/London,2.1,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",51.531295,-0.124455
57,"389 Mile End Rd, London E3 4QS, UK",ChIJiW0c7y8ddkgRLf24pq6EFL8,Starbucks Coffee,"{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '2000'}, 'open': {'day': 0, 'time': '0730'}}, {'close': {'day': 1, 'time': '2030'}, 'open': {'day': 1, 'time': '0630'}}, {'close': {'day': 2, 'time': '2030'}, 'open': {'day': 2, 'time': '0630'}}, {'close': {'day': 3, 'time': '2030'}, 'open': {'day': 3, 'time': '0630'}}, {'close': {'day': 4, 'time': '2030'}, 'open': {'day': 4, 'time': '0630'}}, {'close': {'day': 5, 'time': '2030'}, 'open': {'day': 5, 'time': '0630'}}, {'close': {'day': 6, 'time': '2000'}, 'open': {'day': 6, 'time': '0700'}}], 'weekday_text': ['Monday: 6:30 AM – 8:30 PM', 'Tuesday: 6:30 AM – 8:30 PM', 'Wednesday: 6:30 AM – 8:30 PM', 'Thursday: 6:30 AM – 8:30 PM', 'Friday: 6:30 AM – 8:30 PM', 'Saturday: 7:00 AM – 8:00 PM', 'Sunday: 7:30 AM – 8:00 PM']}",E3 4QS,2017-12-21 14:21:22 Europe/London,3.7,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",51.525117,-0.0353126
58,"5-7 S End Rd, Hampstead, London NW3 2PT, UK",ChIJ-dwWJ4sadkgRzgRbyozoCq4,Starbucks Coffee,"{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '0630'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '0530'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '0530'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '0530'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '0530'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '0530'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '0530'}}], 'weekday_text': ['Monday: 5:30 AM – 10:00 PM', 'Tuesday: 5:30 AM – 10:00 PM', 'Wednesday: 5:30 AM – 10:00 PM', 'Thursday: 5:30 AM – 10:00 PM', 'Friday: 5:30 AM – 10:00 PM', 'Saturday: 5:30 AM – 10:00 PM', 'Sunday: 6:30 AM – 10:00 PM']}",NW3 2PT,2017-12-21 14:21:22 Europe/London,3.8,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",51.5542414,-0.1657475
59,"35 Horseferry Rd, Westminster, London SW1P 2AA, UK",ChIJjZ2ZTd0EdkgRQ2P1PM6Uiug,Starbucks Coffee,"{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '1930'}, 'open': {'day': 0, 'time': '0700'}}, {'close': {'day': 1, 'time': '1930'}, 'open': {'day': 1, 'time': '0530'}}, {'close': {'day': 2, 'time': '1930'}, 'open': {'day': 2, 'time': '0530'}}, {'close': {'day': 3, 'time': '1930'}, 'open': {'day': 3, 'time': '0530'}}, {'close': {'day': 4, 'time': '1930'}, 'open': {'day': 4, 'time': '0530'}}, {'close': {'day': 5, 'time': '1930'}, 'open': {'day': 5, 'time': '0530'}}, {'close': {'day': 6, 'time': '1930'}, 'open': {'day': 6, 'time': '0700'}}], 'weekday_text': ['Monday: 5:30 AM – 7:30 PM', 'Tuesday: 5:30 AM – 7:30 PM', 'Wednesday: 5:30 AM – 7:30 PM', 'Thursday: 5:30 AM – 7:30 PM', 'Friday: 5:30 AM – 7:30 PM', 'Saturday: 7:00 AM – 7:30 PM', 'Sunday: 7:00 AM – 7:30 PM']}",SW1P 2AA,2017-12-21 14:21:22 Europe/London,3.7,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",51.4946952,-0.1304349
